"id","chat_id","expense_date","expense_time","submitted_at","vendor","amount_original","currency","amount_sgd","exchange_rate","category","location","payment_method","comment","parsed_by","parsing_time","provider_tier","confidence_score","receipt_image_url","drive_file_id","needs_review","review_fields","current_fix_index","conversation_state","created_at","updated_at","user_id","bot_id"
91,"1256744399","2026-01-08","17:49:00","2026-01-11 18:41:00","Zi Zai Vegetarian","5.50","SGD","5.50","1.000000","Meals - Dinner","Singapore, Singapore",NULL,"Vendor type: Restaurant. OCR quality: 85%. Currency decimal formatting: SGD (2 decimals). Fields requiring verification: Date and time format.","Alibaba Qwen Turbo","1.72","paid",90,"https://drive.google.com/file/d/1OMF6hjkrsbzRNSjGujiqWdcZnky_lmg-/view","1OMF6hjkrsbzRNSjGujiqWdcZnky_lmg-",False,"{}",0,"completed","2026-01-11 10:42:08.961828","2026-01-11 10:42:08.961828",NULL,NULL
92,"1256744399","2026-01-05","08:14:00","2026-01-11 18:44:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","Petalaling Jaya, Malaysia",NULL,"Coffee shop, OCR quality (85%), MYR with decimals, verify meal time and location","Together AI Qwen 2.5 72B","2.73","free",85,"https://drive.google.com/file/d/1BLN-sdSxT-hy8kUwpx0Iw3UdS11Zbqkj/view","1BLN-sdSxT-hy8kUwpx0Iw3UdS11Zbqkj",False,"{}",0,"completed","2026-01-11 10:44:48.179098","2026-01-11 10:44:48.179098",NULL,NULL
93,"1256744399","2026-01-08","17:49:00","2026-01-11 19:04:00","Zi Zai Vegetarian","5.50","SGD","5.50","1.000000","Meals - Dinner","Singapore",NULL,"Vegetarian restaurant, OCR quality 85%, SGD decimal formatting, verify location and category","Groq Llama 3.3 70B","0.61","free",85,"https://drive.google.com/file/d/1bh6a-1IWW5W7x5oPOS_GxeILq7ZNo8zV/view","1bh6a-1IWW5W7x5oPOS_GxeILq7ZNo8zV",False,"{}",0,"completed","2026-01-11 11:04:22.127832","2026-01-11 11:04:22.127832",NULL,NULL
94,"1256744399","2026-01-09","17:09:00","2026-01-11 20:13:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore",NULL,"Bus ticket purchase, OCR quality 85%, SGD currency with decimals, verify seat and route details","Groq Llama 3.3 70B","0.70","free",95,"https://drive.google.com/file/d/1MTZm9BgVGf7wVvJHbW4rW41wGfBXpITP/view","1MTZm9BgVGf7wVvJHbW4rW41wGfBXpITP",False,"{}",0,"completed","2026-01-11 12:13:36.671719","2026-01-11 12:13:36.671719",NULL,NULL
95,"1256744399","2026-01-09","17:09:00","2026-01-11 20:21:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore, Singapore",NULL,"Bus ticket purchase, OCR quality 85%, SGD currency with decimals, requires verification of location and tax amount","Groq Llama 3.3 70B","0.71","free",95,"https://drive.google.com/file/d/1JItI6FoMcMIqrXzEsbjOP7VQdMCQfN21/view","1JItI6FoMcMIqrXzEsbjOP7VQdMCQfN21",False,"{}",0,"completed","2026-01-11 12:21:41.276005","2026-01-11 12:21:41.276005",NULL,NULL
96,"1256744399","2026-01-09","17:09:00","2026-01-11 20:55:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore",NULL,"Vendor is a bus/coach service provider. OCR quality is 85%. Currency is SGD with decimal formatting. Fields requiring verification: tax amount.","Together AI Qwen 2.5 72B","2.07","free",95,"https://drive.google.com/file/d/17mYL0uoyWMQON95OsUSy2D1zxpTX-wFF/view","17mYL0uoyWMQON95OsUSy2D1zxpTX-wFF",False,"{}",0,"completed","2026-01-11 12:55:09.731994","2026-01-11 12:55:09.731994",NULL,NULL
97,"1256744399","2026-01-09","17:09:00","2026-01-11 20:58:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore",NULL,"Bus ticket purchase, OCR quality 85%, SGD decimal formatting, verify location and tax amount","Groq Llama 3.3 70B","0.54","free",95,"https://drive.google.com/file/d/1eikFPIBLaJLEMvvmM9c0lzaRNGXF5NpG/view","1eikFPIBLaJLEMvvmM9c0lzaRNGXF5NpG",False,"{}",0,"completed","2026-01-11 12:58:19.578141","2026-01-11 12:58:19.578141",NULL,NULL
98,"1256744399","2026-01-17","12:00:00","2026-01-11 20:59:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore",NULL,"Vendor type: Transportation. OCR quality: 85%. Currency decimal formatting: correct. Fields requiring verification: location, tax amount.","Alibaba Qwen Turbo","1.86","paid",95,"https://drive.google.com/file/d/1-QnUHdBFrVIhpfHv1BnGWLhFVrlWIUlR/view","1-QnUHdBFrVIhpfHv1BnGWLhFVrlWIUlR",False,"{}",0,"completed","2026-01-11 12:59:42.668816","2026-01-11 12:59:42.668816",NULL,NULL
99,"1256744399","2026-01-08","17:49:00","2026-01-12 21:20:00","Zi Zai Vegetarian","5.50","SGD","5.50","1.000000","Meals - Dinner","Tampines, Singapore",NULL,"Vegetarian restaurant, high OCR quality, SGD decimal formatting, verify GST and address","Groq Llama 3.3 70B","0.60","free",85,"https://drive.google.com/file/d/1kL8M4RAGn0RBavpbaxmZ6nSe3ubzCgCR/view","1kL8M4RAGn0RBavpbaxmZ6nSe3ubzCgCR",False,"{}",0,"completed","2026-01-12 13:20:56.305905","2026-01-12 13:20:56.305905",NULL,NULL
100,"1256744399","2026-01-05","08:14:00","2026-01-12 21:29:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","PETALING JAYA, MALAYSIA",NULL,"Vendor type: cafe. OCR quality: 85%. Currency decimal formatting: MYR with 2 decimals. Fields requiring verification: location, category.","Alibaba Qwen Turbo","2.53","paid",90,"https://drive.google.com/file/d/1tSn_U_EF0TPocpY0rSOeZKR1qo5TO0gQ/view","1tSn_U_EF0TPocpY0rSOeZKR1qo5TO0gQ",False,"{}",0,"completed","2026-01-12 13:30:04.378986","2026-01-12 13:30:04.378986",NULL,NULL
101,"1256744399","2026-01-05","08:14:00","2026-01-12 21:43:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","Petaling Jaya, Malaysia",NULL,"Coffee shop, OCR quality 85%, MYR decimal formatting, verify subtotal and tax calculation","Groq Llama 3.3 70B","0.77","free",85,"https://drive.google.com/file/d/1rAagtVUX5RYSeEPh6aasx9qSIw7C21Ow/view","1rAagtVUX5RYSeEPh6aasx9qSIw7C21Ow",False,"{}",0,"completed","2026-01-12 13:44:04.28225","2026-01-12 13:44:04.28225",NULL,NULL
102,"1256744399","2026-01-08","17:49:00","2026-01-12 21:46:00","Zi Zai Vegetarian","5.50","SGD","5.50","1.000000","Meals - Dinner","Singapore, Singapore",NULL,"Vendor type: Restaurant. OCR quality: 85%. Currency decimal formatting: SGD (2 decimals). Fields requiring verification: None.","Alibaba Qwen Turbo","1.71","paid",85,"https://drive.google.com/file/d/1Hf9_4tfJQXe--59rqW_Zz14BLLeVTxcD/view","1Hf9_4tfJQXe--59rqW_Zz14BLLeVTxcD",False,"{}",0,"completed","2026-01-12 13:47:11.906175","2026-01-12 13:47:11.906175",NULL,NULL
103,"1256744399","2026-01-05","08:14:00","2026-01-12 22:01:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","Petaling Jaya, Malaysia",NULL,"Coffee shop, OCR quality 85%, MYR decimal formatting, verify subtotal and tax calculation","Groq Llama 3.3 70B","0.75","free",85,"https://drive.google.com/file/d/154w75csrBbiXS6bzww4nKl16ohFgnccR/view","154w75csrBbiXS6bzww4nKl16ohFgnccR",False,"{}",0,"completed","2026-01-12 14:01:31.06561","2026-01-12 14:01:31.06561",NULL,NULL
104,"1256744399","2026-01-08","17:49:00","2026-01-12 22:19:00","Zi Zai Vegetarian","5.50","SGD","5.50","1.000000","Meals - Dinner","Singapore, Singapore",NULL,"Vendor type: Vegetarian restaurant. OCR quality: 85%. Currency decimal formatting: SGD (2 decimals). Fields requiring verification: Date and time format.","Alibaba Qwen Turbo","1.72","paid",85,"https://drive.google.com/file/d/1MtxyxZ0e7eFRfSG_pKJ89vv23pXVXk8Q/view","1MtxyxZ0e7eFRfSG_pKJ89vv23pXVXk8Q",False,"{}",0,"completed","2026-01-12 14:19:18.916417","2026-01-12 14:19:18.916417",NULL,NULL
105,"1256744399","2026-01-05","08:14:00","2026-01-12 22:29:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","Petaling Jaya, Malaysia",NULL,"Coffee shop, OCR quality 85%, MYR decimal formatting, verify subtotal and bill rounding","Groq Llama 3.3 70B","0.70","free",85,"https://drive.google.com/file/d/10sltrE6lCsIXzFIWpGoPEoZscNbh-B5K/view","10sltrE6lCsIXzFIWpGoPEoZscNbh-B5K",False,"{}",0,"completed","2026-01-12 14:29:32.473087","2026-01-12 14:29:32.473087",NULL,NULL
106,"1256744399","2026-01-05","08:14:00","2026-01-12 22:46:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","Petaling Jaya, Malaysia",NULL,"Coffee shop, OCR quality 85%, MYR decimal formatting, verify subtotal and tax calculation","Groq Llama 3.3 70B","0.74","free",85,"https://drive.google.com/file/d/1gT9Oe6qVxjKqDLBE2RQRz7CfYyRaA8en/view","1gT9Oe6qVxjKqDLBE2RQRz7CfYyRaA8en",False,"{}",0,"completed","2026-01-12 14:47:05.601082","2026-01-12 14:47:05.601082",NULL,NULL
107,"1256744399","2026-01-08","17:49:00","2026-01-12 23:04:00","Zi Zai Vegetarian","5.50","SGD","5.50","1.000000","Meals - Dinner","Singapore",NULL,"Vegetarian restaurant, OCR quality 85%, SGD decimal formatting, verify location and category","Groq Llama 3.3 70B","0.59","free",85,"https://drive.google.com/file/d/1VjyWKge03MTgShq02lPYVtI_LuhfMru5/view","1VjyWKge03MTgShq02lPYVtI_LuhfMru5",False,"{}",0,"completed","2026-01-12 15:04:34.125048","2026-01-13 12:36:27.200106",1,1
108,"1256744399","2026-01-05","08:14:00","2026-01-12 23:21:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","Petalaling Jaya, Malaysia",NULL,"Coffee shop, OCR quality (85%), MYR with decimals, verify location and category","Together AI Qwen 2.5 72B","7.56","free",85,"https://drive.google.com/file/d/1f_PLCed7_7lR38PPQ31wsd_026isa45d/view","1f_PLCed7_7lR38PPQ31wsd_026isa45d",False,"{}",0,"completed","2026-01-12 15:22:23.670592","2026-01-13 12:36:27.200106",1,1
109,"1256744399","2026-01-09","17:09:00","2026-01-12 23:38:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore",NULL,"Bus ticket purchase, OCR quality 85%, SGD decimal formatting, verify location and tax amount","Groq Llama 3.3 70B","0.60","free",95,"https://drive.google.com/file/d/188ASjw7BaLWLD8dAPRXOW5IWc6pcx2ZA/view","188ASjw7BaLWLD8dAPRXOW5IWc6pcx2ZA",False,"{}",0,"completed","2026-01-12 15:39:07.585477","2026-01-13 12:36:27.200106",1,1
110,"1256744399","2026-01-05","08:14:00","2026-01-12 23:47:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","PETALING JAYA, MALAYSIA",NULL,"Vendor type: cafe. OCR quality: 85%. Currency decimal formatting: MYR with 2 decimals. Fields requiring verification: category, location.","Alibaba Qwen Turbo","2.09","paid",90,"https://drive.google.com/file/d/1kxhhi5Ez39gABcsmlEWhc4zSKbhJ1j8F/view","1kxhhi5Ez39gABcsmlEWhc4zSKbhJ1j8F",False,"{}",0,"completed","2026-01-12 15:47:15.985196","2026-01-13 12:36:27.200106",1,1
111,"1256744399","2026-01-09","17:09:00","2026-01-12 23:58:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore",NULL,"Vendor type: Transportation. OCR quality: 85%. Currency decimal formatting: 2 places. Fields requiring verification: location, tax_amount.","Alibaba Qwen Turbo","1.85","paid",95,"https://drive.google.com/file/d/1dlan4VLEr0MoQO0hXpaZKBNWYb4PO9AX/view","1dlan4VLEr0MoQO0hXpaZKBNWYb4PO9AX",False,"{}",0,"completed","2026-01-12 15:58:23.732816","2026-01-13 12:36:27.200106",1,1
112,"1256744399","2026-01-17","12:00:00","2026-01-13 00:02:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore",NULL,"Vendor type: Transportation. OCR quality: 85%. Currency decimal formatting: 2 places. Fields requiring verification: location, tax_amount.","Alibaba Qwen Turbo","1.74","paid",95,"https://drive.google.com/file/d/1mQjS4O587kNeWs2w-uf_l-kasgUtdgNV/view","1mQjS4O587kNeWs2w-uf_l-kasgUtdgNV",False,"{}",0,"completed","2026-01-12 16:02:55.210822","2026-01-13 12:36:27.200106",1,1
113,"1256744399","2026-01-17","12:00:00","2026-01-13 00:22:00","Firstcoach","72.00","SGD","72.00","1.000000","Transportation - Flight","Singapore","Own $$$","Vendor type: Transportation. OCR quality: 85%. Currency decimal formatting: 2 places. Fields requiring verification: location, tax_amount.","Alibaba Qwen Turbo","1.78","paid",95,"https://drive.google.com/file/d/1_XJ5UtoJu0ivhZOgAp6IetTQMvoDft4l/view","1_XJ5UtoJu0ivhZOgAp6IetTQMvoDft4l",False,"{}",0,"completed","2026-01-12 16:22:42.735279","2026-01-13 12:36:27.200106",1,1
114,"1256744399","2026-01-05","08:14:00","2026-01-13 00:54:00","SAY YES CAFE","21.85","MYR","6.45","0.295195","Meals - Breakfast","PETALING JAYA, MALAYSIA","Company Card","Vendor type: cafe. OCR quality: 85%. Currency decimal formatting: MYR with 2 decimals. Fields requiring verification: category, location.","Alibaba Qwen Turbo","1.85","paid",90,"https://drive.google.com/file/d/1wB5IDdls5xA-EdiTn4IFFWaMJm9P07mW/view","1wB5IDdls5xA-EdiTn4IFFWaMJm9P07mW",False,"{}",0,"completed","2026-01-12 16:54:53.54517","2026-01-13 12:36:27.200106",1,1
117,"1256744399","2026-01-13","12:34:00","2026-01-13 05:36:40.738","4Fingers","8.50","SGD","8.50","1.000000","Meals - Lunch","Tampines, Singapore","Own $$$","Fast food, OCR quality 85%, SGD decimal formatting, date requires verification","Groq Llama 3.3 70B","0.49","free",90,"https://drive.google.com/file/d/1I24k4k5fNY1HF6kEoTtSv2G_9hOcZryQ/view","1I24k4k5fNY1HF6kEoTtSv2G_9hOcZryQ",False,"{date}",1,"completed","2026-01-13 05:36:40.808222","2026-01-13 12:36:27.200106",1,1
118,"1256744399","2025-08-05","15:55:00","2026-01-13 05:40:35.183","L'grass","72.75","MYR","21.46","0.294983","Meals - General","PJ, Malaysia","Own $$$","Vendor type: restaurant. OCR quality: 85%. Currency decimal formatting: MYR (2 decimals). Fields requiring verification: date, time, location. Location unknown, currency requires verification.","Alibaba Qwen Turbo","1.42","paid",85,"https://drive.google.com/file/d/1jzNkbJdmYdCRTxT-8kYUzlkMGJm9M69s/view","1jzNkbJdmYdCRTxT-8kYUzlkMGJm9M69s",False,"{date,time,location,currency}",4,"completed","2026-01-13 05:40:35.238074","2026-01-13 12:36:27.200106",1,1
119,"1256744399","2026-01-10","11:29:00","2026-01-13 13:56:00","Northpoint City","89.69","SGD","89.69","1.000000","Meals - Lunch","Singapore",NULL,"76 (fuel). Restaurant receipt, OCR quality (85%), currency with decimals, tax amount verified","Together AI Qwen 2.5 72B","2.11","free",85,"https://drive.google.com/file/d/17T2T2dJZpjTH_oro6tUAXTkjVnNSRGWc/view","17T2T2dJZpjTH_oro6tUAXTkjVnNSRGWc",False,"{}",0,"completed","2026-01-13 05:56:32.560265","2026-01-13 12:36:27.200106",1,1
120,"1256744399","2026-01-10","11:29:00","2026-01-13 13:57:00","Northpoint City","89.69","SGD","89.69","1.000000","Meals - Lunch","Singapore","Own $$$","76 (fuel). Restaurant receipt, OCR quality (85%), currency with decimals, tax amount combined from SVC and GST, fields verified.","Together AI Qwen 2.5 72B","2.03","free",85,"https://drive.google.com/file/d/1BxOFQcsSxuG5RfRPzkE-5ZsRsAFeXEh3/view","1BxOFQcsSxuG5RfRPzkE-5ZsRsAFeXEh3",False,"{}",0,"completed","2026-01-13 05:58:09.445158","2026-01-13 12:36:27.200106",1,1
121,"1256744399","2026-01-09","17:25:00","2026-01-13 06:00:59.75","OTH","5.90","SGD","5.90","1.000000","Meals - Dinner","Tampines, Singapore","Own $$$","Unclear vendor type, possible restaurant, OCR quality 85%, requires verification of location and currency","Groq Llama 3.3 70B","0.51","free",85,"https://drive.google.com/file/d/1FeluHiPc3Lu4jNEoWRJqt_-AT-MfQfxz/view","1FeluHiPc3Lu4jNEoWRJqt_-AT-MfQfxz",False,"{location,currency}",2,"completed","2026-01-13 06:00:59.806893","2026-01-13 12:36:27.200106",1,1
122,"1256744399","2026-01-14","08:27:00","2026-01-14 08:35:00","Ah Khoo","5.80","SGD","5.80","1.000000","Meals - Snacks","Tampines, Singapore","Own $$$","Vendor type: Food outlet. OCR quality: 85%. Currency decimal formatting: SGD (2 decimals). Fields requiring verification: Location (Tampines is a district in Singapore, not a city).","Alibaba Qwen Turbo","1.70","paid",85,"https://drive.google.com/file/d/1D8Wl2CUGCTnm2ZUqTMFVNExrvNtnkJa9/view","1D8Wl2CUGCTnm2ZUqTMFVNExrvNtnkJa9",False,"{}",0,"completed","2026-01-14 00:35:55.167226","2026-01-14 00:36:02.312094",1,NULL
123,"1256744399","2026-01-12","19:20:00","2026-01-14 12:08:00","KING OF FRIED RICE","5.30","SGD","5.30","1.000000","Meals - Dinner","Singapore","Own $$$","Restaurant, OCR quality 85%, SGD decimal formatting, verify location city","Groq Llama 3.3 70B","0.62","free",85,"https://drive.google.com/file/d/1Mjwp7fOle0mpiMVVK8Uuq3osWSa-VBiJ/view","1Mjwp7fOle0mpiMVVK8Uuq3osWSa-VBiJ",False,"{}",0,"completed","2026-01-14 04:08:23.385545","2026-01-14 04:08:32.317795",1,NULL
124,"1256744399","2026-01-15","14:25:00","2026-01-15 14:40:00","Monster Curry","11.87","SGD","11.87","1.000000","Meals - Lunch","Singapore, Singapore","Own $$$","76 (fuel). Vendor is a restaurant, OCR quality (85%), currency with decimals, fields verified.","Together AI Qwen 2.5 72B","1.67","free",85,"https://drive.google.com/file/d/1wATNL031r5p3Ait4CmCuJMZt_mgkgby1/view","1wATNL031r5p3Ait4CmCuJMZt_mgkgby1",False,"{}",0,"completed","2026-01-15 06:40:47.016337","2026-01-15 06:40:56.126222",1,NULL
125,"1256744399","2026-01-15","18:29:00","2026-01-15 18:30:00","Coconut","6.30","SGD","6.30","1.000000","Meals - Drinks","Singapore, Singapore","Own $$$","Food and beverage vendor, OCR quality 85%, SGD decimal formatting, verify tax amount","Groq Llama 3.3 70B","0.58","free",85,"https://drive.google.com/file/d/1t16DqF8k7TgjOCUYryqnXnVQXZW-H8y7/view","1t16DqF8k7TgjOCUYryqnXnVQXZW-H8y7",False,"{}",0,"completed","2026-01-15 10:30:48.514564","2026-01-15 10:31:11.498426",1,NULL
126,"1256744399","2026-01-16","12:24:00","2026-01-16 12:25:00","Shi Li Fang","25.90","SGD","25.90","1.000000","Meals - Lunch","Singapore, Singapore","Own $$$","Vendor type: Restaurant. OCR quality: 85%. Currency decimal formatting: correct. Fields requiring verification: date, time, tax amount.","Alibaba Qwen Turbo","2.16","paid",85,"https://drive.google.com/file/d/1Vnn673Q7kSJkWw93DIj1ZFncZOY1fIte/view","1Vnn673Q7kSJkWw93DIj1ZFncZOY1fIte",False,"{}",0,"completed","2026-01-16 04:25:47.508989","2026-01-16 04:26:04.534033",1,NULL
127,"1256744399","2026-01-17","07:37:00","2026-01-17 07:41:00","St Box","6.90","SGD","6.90","1.000000","Meals - Breakfast","Singapore, Singapore","Own $$$","76 (fuel). Vendor type: food. OCR quality: 85%. Currency decimal formatting: correct. Fields requiring verification: location, category.","Alibaba Qwen Turbo","2.97","paid",85,"https://drive.google.com/file/d/1rbMxRRCfXxvrDcAEVf1dmznnK0pYMxL4/view","1rbMxRRCfXxvrDcAEVf1dmznnK0pYMxL4",False,"{}",0,"completed","2026-01-16 23:41:11.367953","2026-01-16 23:41:25.691864",1,NULL
128,"1256744399","2026-01-17","18:46:00","2026-01-17 18:56:00","Cheow Sang Restaurant","133.00","MYR","39.24","0.295038","Meals - Dinner","Petaling Jaya, Malaysia","Own $$$","Vendor type: Restaurant. OCR quality: 85%. Currency decimal formatting: MYR (2 decimals). Fields requiring verification: None.","Alibaba Qwen Turbo","1.83","paid",90,"https://drive.google.com/file/d/1Lgj_HhtQYlhtiKXkPRSZrPnhhbMx5Gea/view","1Lgj_HhtQYlhtiKXkPRSZrPnhhbMx5Gea",False,"{}",0,"completed","2026-01-17 10:56:55.8568","2026-01-17 10:57:07.349581",1,NULL
